"id","race_id","qualifier_id","name","year","age","athlete_id","final_time","cycle_time","run_time","swim_time","high_temp","low_temp","high_humidity","low_humidity","starting_elevation","gross_elevation_gain"
2058,5001,7504,"Ironman Florida",2012,40,1055,34056,17473,12157,3952,78.00,59.00,100.00,74.00,11.00,1335.00
2057,5001,7504,"Ironman Florida",2012,40,1056,34162,17830,12102,3734,78.00,59.00,100.00,74.00,11.00,1335.00
2055,5001,7504,"Ironman Florida",2012,40,1057,34085,17255,11944,4433,78.00,59.00,100.00,74.00,11.00,1335.00
2053,5001,7504,"Ironman Florida",2012,25,1058,34105,17442,12819,208140,78.00,59.00,100.00,74.00,11.00,1335.00
2060,5001,7504,"Ironman Florida",2012,45,1059,34153,17777,11817,4027,78.00,59.00,100.00,74.00,11.00,1335.00
2059,5001,7504,"Ironman Florida",2012,45,1060,34231,17196,12773,3826,78.00,59.00,100.00,74.00,11.00,1335.00
2061,5001,7504,"Ironman Florida",2012,40,1062,34258,17259,12894,214620,78.00,59.00,100.00,74.00,11.00,1335.00
2062,5001,7504,"Ironman Florida",2012,30,1063,34264,17550,12396,3916,78.00,59.00,100.00,74.00,11.00,1335.00
2068,5001,7504,"Ironman Florida",2012,45,1064,34296,17131,13193,204180,78.00,59.00,100.00,74.00,11.00,1335.00
2064,5001,7504,"Ironman Florida",2012,45,1065,34452,16433,13232,4309,78.00,59.00,100.00,74.00,11.00,1335.00
4416,5000,7504,"Ironman Florida",2011,46,1065,34598,17292,12762,3999,69.00,50.00,87.00,42.00,12.00,1335.00
2065,5001,7504,"Ironman Florida",2012,45,1066,34286,17680,12136,4012,78.00,59.00,100.00,74.00,11.00,1335.00
2067,5001,7504,"Ironman Florida",2012,35,1069,34431,17376,12525,3979,78.00,59.00,100.00,74.00,11.00,1335.00
2066,5001,7504,"Ironman Florida",2012,40,1070,34467,17465,12393,4121,78.00,59.00,100.00,74.00,11.00,1335.00
2071,5001,7504,"Ironman Florida",2012,40,1071,34505,17192,12948,3977,78.00,59.00,100.00,74.00,11.00,1335.00
2070,5001,7504,"Ironman Florida",2012,40,1072,34469,18016,12328,3667,78.00,59.00,100.00,74.00,11.00,1335.00
2074,5001,7504,"Ironman Florida",2012,40,1073,34547,17170,13211,3676,78.00,59.00,100.00,74.00,11.00,1335.00
2077,5001,7504,"Ironman Florida",2012,40,1076,34767,17824,12540,3986,78.00,59.00,100.00,74.00,11.00,1335.00
2078,5001,7504,"Ironman Florida",2012,30,1078,34756,17224,12681,4162,78.00,59.00,100.00,74.00,11.00,1335.00
2079,5001,7504,"Ironman Florida",2012,35,1079,34840,17707,12702,3961,78.00,59.00,100.00,74.00,11.00,1335.00
2080,5001,7504,"Ironman Florida",2012,25,1080,34971,17976,12883,3733,78.00,59.00,100.00,74.00,11.00,1335.00
2083,5001,7504,"Ironman Florida",2012,40,1081,34869,18097,12825,207780,78.00,59.00,100.00,74.00,11.00,1335.00
2081,5001,7504,"Ironman Florida",2012,45,1082,34875,17547,12651,3986,78.00,59.00,100.00,74.00,11.00,1335.00
2085,5001,7504,"Ironman Florida",2012,50,1083,35067,17773,12622,3985,78.00,59.00,100.00,74.00,11.00,1335.00
2086,5001,7504,"Ironman Florida",2012,30,1084,35088,17974,12279,4406,78.00,59.00,100.00,74.00,11.00,1335.00
2084,5001,7504,"Ironman Florida",2012,40,1085,35090,18491,11871,4234,78.00,59.00,100.00,74.00,11.00,1335.00
2087,5001,7504,"Ironman Florida",2012,30,1086,35097,18273,12526,3759,78.00,59.00,100.00,74.00,11.00,1335.00
2088,5001,7504,"Ironman Florida",2012,35,1087,35139,17264,13637,3866,78.00,59.00,100.00,74.00,11.00,1335.00
2082,5001,7504,"Ironman Florida",2012,45,1088,35159,17795,12640,4022,78.00,59.00,100.00,74.00,11.00,1335.00
2089,5001,7504,"Ironman Florida",2012,25,1090,35178,16269,14265,4172,78.00,59.00,100.00,74.00,11.00,1335.00
2092,5001,7504,"Ironman Florida",2012,30,1091,35218,18297,12732,3795,78.00,59.00,100.00,74.00,11.00,1335.00
2095,5001,7504,"Ironman Florida",2012,30,1092,35232,17694,13283,3841,78.00,59.00,100.00,74.00,11.00,1335.00
2091,5001,7504,"Ironman Florida",2012,45,1093,35206,17389,12960,4357,78.00,59.00,100.00,74.00,11.00,1335.00
2094,5001,7504,"Ironman Florida",2012,25,1094,35324,16677,14593,3686,78.00,59.00,100.00,74.00,11.00,1335.00
2093,5001,7504,"Ironman Florida",2012,45,1095,35341,17385,13363,3957,78.00,59.00,100.00,74.00,11.00,1335.00
2096,5001,7504,"Ironman Florida",2012,40,1096,35250,17885,12843,4020,78.00,59.00,100.00,74.00,11.00,1335.00
2098,5001,7504,"Ironman Florida",2012,40,1099,35387,16449,15198,204060,78.00,59.00,100.00,74.00,11.00,1335.00
4490,5002,7504,"Ironman Florida",2010,18,1100,35092,18780,11888,3882,60.00,42.00,79.00,34.00,13.00,1335.00
2099,5001,7504,"Ironman Florida",2012,18,1100,35455,18912,12056,4078,78.00,59.00,100.00,74.00,11.00,1335.00
2101,5001,7504,"Ironman Florida",2012,40,1101,35440,18249,12716,3950,78.00,59.00,100.00,74.00,11.00,1335.00
2103,5001,7504,"Ironman Florida",2012,40,1102,35606,17290,14205,211440,78.00,59.00,100.00,74.00,11.00,1335.00
2102,5001,7504,"Ironman Florida",2012,25,1103,35477,17984,12350,4721,78.00,59.00,100.00,74.00,11.00,1335.00
2109,5001,7504,"Ironman Florida",2012,40,1106,35643,18018,12884,4154,78.00,59.00,100.00,74.00,11.00,1335.00
2106,5001,7504,"Ironman Florida",2012,35,1107,35481,17314,13923,3829,78.00,59.00,100.00,74.00,11.00,1335.00
2105,5001,7504,"Ironman Florida",2012,35,1108,35650,18576,12421,4206,78.00,59.00,100.00,74.00,11.00,1335.00
2110,5001,7504,"Ironman Florida",2012,35,1110,35679,19226,12410,3649,78.00,59.00,100.00,74.00,11.00,1335.00
9679,5004,7504,"Ironman Florida",2006,30,1110,38229,20230,13584,3817,68.00,55.00,63.00,46.00,17.00,1335.00
2112,5001,7504,"Ironman Florida",2012,25,1111,35777,18781,12517,3880,78.00,59.00,100.00,74.00,11.00,1335.00
2107,5001,7504,"Ironman Florida",2012,30,1112,35769,17667,13710,3997,78.00,59.00,100.00,74.00,11.00,1335.00
2113,5001,7504,"Ironman Florida",2012,40,1113,35783,18404,13339,212340,78.00,59.00,100.00,74.00,11.00,1335.00
2114,5001,7504,"Ironman Florida",2012,50,1114,35737,17548,13601,4193,78.00,59.00,100.00,74.00,11.00,1335.00
8971,5010,7504,"Ironman Florida",2009,50,1115,34072,17644,12511,200760,76.00,53.00,89.00,48.00,14.00,1335.00
4417,5000,7504,"Ironman Florida",2011,53,1115,35028,18120,12941,200520,69.00,50.00,87.00,42.00,12.00,1335.00
2116,5001,7504,"Ironman Florida",2012,50,1115,35794,17679,14195,205620,78.00,59.00,100.00,74.00,11.00,1335.00
2117,5001,7504,"Ironman Florida",2012,25,1116,35861,18618,13226,215580,78.00,59.00,100.00,74.00,11.00,1335.00
2122,5001,7504,"Ironman Florida",2012,25,1117,35745,17764,13532,4058,78.00,59.00,100.00,74.00,11.00,1335.00
2115,5001,7504,"Ironman Florida",2012,35,1119,35864,17371,14206,3761,78.00,59.00,100.00,74.00,11.00,1335.00
2119,5001,7504,"Ironman Florida",2012,45,1120,35881,17820,13794,3793,78.00,59.00,100.00,74.00,11.00,1335.00
2118,5001,7504,"Ironman Florida",2012,30,1121,35904,18919,12465,4003,78.00,59.00,100.00,74.00,11.00,1335.00
2121,5001,7504,"Ironman Florida",2012,40,1122,35914,18227,13054,4045,78.00,59.00,100.00,74.00,11.00,1335.00
4434,5000,7504,"Ironman Florida",2011,39,1122,38329,19739,14078,3747,69.00,50.00,87.00,42.00,12.00,1335.00
2123,5001,7504,"Ironman Florida",2012,50,1123,35929,17870,13711,3854,78.00,59.00,100.00,74.00,11.00,1335.00
2124,5001,7504,"Ironman Florida",2012,50,1124,35935,17711,14191,212400,78.00,59.00,100.00,74.00,11.00,1335.00
2129,5001,7504,"Ironman Florida",2012,45,1126,35944,18702,12666,4126,78.00,59.00,100.00,74.00,11.00,1335.00
2128,5001,7504,"Ironman Florida",2012,35,1127,35986,18737,13095,213480,78.00,59.00,100.00,74.00,11.00,1335.00
2127,5001,7504,"Ironman Florida",2012,45,1128,35969,17735,13658,4092,78.00,59.00,100.00,74.00,11.00,1335.00
2126,5001,7504,"Ironman Florida",2012,35,1129,36015,17471,13950,4011,78.00,59.00,100.00,74.00,11.00,1335.00
2131,5001,7504,"Ironman Florida",2012,30,1130,36000,18619,13354,212160,78.00,59.00,100.00,74.00,11.00,1335.00
2133,5001,7504,"Ironman Florida",2012,40,1131,36079,18303,13615,211620,78.00,59.00,100.00,74.00,11.00,1335.00
2132,5001,7504,"Ironman Florida",2012,35,1132,36116,18149,13458,3930,78.00,59.00,100.00,74.00,11.00,1335.00
2136,5001,7504,"Ironman Florida",2012,30,1133,36130,18593,12530,4473,78.00,59.00,100.00,74.00,11.00,1335.00
4420,5000,7504,"Ironman Florida",2011,43,1134,36207,19311,12516,3630,69.00,50.00,87.00,42.00,12.00,1335.00
8992,5010,7504,"Ironman Florida",2009,40,1134,38227,19121,14502,3886,76.00,53.00,89.00,48.00,14.00,1335.00
2130,5001,7504,"Ironman Florida",2012,40,1134,36102,18959,12781,3797,78.00,59.00,100.00,74.00,11.00,1335.00
9261,5008,7504,"Ironman Florida",2008,40,1134,38119,18800,15056,3707,73.00,49.00,79.00,38.00,15.00,1335.00
4497,5002,7504,"Ironman Florida",2010,40,1134,39213,19907,14657,3801,60.00,42.00,79.00,34.00,13.00,1335.00
2134,5001,7504,"Ironman Florida",2012,25,1135,36198,19011,12265,4148,78.00,59.00,100.00,74.00,11.00,1335.00
9683,5004,7504,"Ironman Florida",2006,35,1136,38973,18945,15433,3939,68.00,55.00,63.00,46.00,17.00,1335.00
2135,5001,7504,"Ironman Florida",2012,40,1136,36331,17292,14636,3805,78.00,59.00,100.00,74.00,11.00,1335.00
9239,5008,7504,"Ironman Florida",2008,35,1136,36184,18347,13293,3898,73.00,49.00,79.00,38.00,15.00,1335.00
9482,5003,7504,"Ironman Florida",2007,35,1136,37961,18688,14884,3798,74.00,51.00,98.00,54.00,16.00,1335.00
4418,5000,7504,"Ironman Florida",2011,40,1136,35809,18257,13093,3791,69.00,50.00,87.00,42.00,12.00,1335.00
18114,5007,7504,"Ironman Florida",2004,30,1136,37712,18467,14688,3836,73.00,59.00,51.00,31.00,19.00,1335.00
4492,5002,7504,"Ironman Florida",2010,35,1136,37437,18920,13787,3872,60.00,42.00,79.00,34.00,13.00,1335.00
2138,5001,7504,"Ironman Florida",2012,30,1137,36164,17407,14436,3801,78.00,59.00,100.00,74.00,11.00,1335.00
2137,5001,7504,"Ironman Florida",2012,50,1138,36171,19000,13063,3631,78.00,59.00,100.00,74.00,11.00,1335.00
2140,5001,7504,"Ironman Florida",2012,40,1139,36219,17991,13851,3858,78.00,59.00,100.00,74.00,11.00,1335.00
2139,5001,7504,"Ironman Florida",2012,30,1140,36450,19995,11493,4244,78.00,59.00,100.00,74.00,11.00,1335.00
2141,5001,7504,"Ironman Florida",2012,25,1141,36468,19440,13114,208440,78.00,59.00,100.00,74.00,11.00,1335.00
2143,5001,7504,"Ironman Florida",2012,18,1142,36460,17801,14307,3892,78.00,59.00,100.00,74.00,11.00,1335.00
2142,5001,7504,"Ironman Florida",2012,50,1143,36498,18257,14175,3650,78.00,59.00,100.00,74.00,11.00,1335.00
2146,5001,7504,"Ironman Florida",2012,45,1144,36491,17727,13978,4115,78.00,59.00,100.00,74.00,11.00,1335.00
2145,5001,7504,"Ironman Florida",2012,40,1145,36532,18494,13344,4140,78.00,59.00,100.00,74.00,11.00,1335.00
2148,5001,7504,"Ironman Florida",2012,35,1146,36528,17286,14997,3759,78.00,59.00,100.00,74.00,11.00,1335.00
2144,5001,7504,"Ironman Florida",2012,25,1147,36536,18176,13827,4059,78.00,59.00,100.00,74.00,11.00,1335.00
2147,5001,7504,"Ironman Florida",2012,30,1148,36540,18799,13394,3752,78.00,59.00,100.00,74.00,11.00,1335.00
2150,5001,7504,"Ironman Florida",2012,40,1149,36565,17839,14248,4000,78.00,59.00,100.00,74.00,11.00,1335.00
2151,5001,7504,"Ironman Florida",2012,35,1150,36599,18475,13047,4168,78.00,59.00,100.00,74.00,11.00,1335.00
2149,5001,7504,"Ironman Florida",2012,50,1152,36641,18736,13710,3791,78.00,59.00,100.00,74.00,11.00,1335.00
2153,5001,7504,"Ironman Florida",2012,50,1153,36707,18742,13614,3842,78.00,59.00,100.00,74.00,11.00,1335.00
2154,5001,7504,"Ironman Florida",2012,30,1156,36792,18417,13806,4001,78.00,59.00,100.00,74.00,11.00,1335.00
2157,5001,7504,"Ironman Florida",2012,45,1157,36794,19366,12877,4112,78.00,59.00,100.00,74.00,11.00,1335.00
2158,5001,7504,"Ironman Florida",2012,35,1158,36866,17201,15772,208200,78.00,59.00,100.00,74.00,11.00,1335.00
2160,5001,7504,"Ironman Florida",2012,45,1160,36884,17199,15036,4060,78.00,59.00,100.00,74.00,11.00,1335.00
9470,5003,7504,"Ironman Florida",2007,40,1160,35418,17681,13390,3849,74.00,51.00,98.00,54.00,16.00,1335.00
2161,5001,7504,"Ironman Florida",2012,45,1161,36891,18756,13442,4100,78.00,59.00,100.00,74.00,11.00,1335.00
18934,5011,7504,"Ironman Florida",2001,30,1162,42961,20131,16976,5168,84.00,62.00,94.00,48.00,22.00,1335.00
2162,5001,7504,"Ironman Florida",2012,45,1162,36896,17877,14091,4187,78.00,59.00,100.00,74.00,11.00,1335.00
2163,5001,7504,"Ironman Florida",2012,40,1163,36928,19119,13366,3758,78.00,59.00,100.00,74.00,11.00,1335.00
2164,5001,7504,"Ironman Florida",2012,35,1164,36934,18014,13891,4396,78.00,59.00,100.00,74.00,11.00,1335.00
4430,5000,7504,"Ironman Florida",2011,44,1165,40368,20636,14487,4004,69.00,50.00,87.00,42.00,12.00,1335.00
2165,5001,7504,"Ironman Florida",2012,45,1165,36938,18855,13427,3927,78.00,59.00,100.00,74.00,11.00,1335.00
2167,5001,7504,"Ironman Florida",2012,50,1166,36916,18328,13961,4024,78.00,59.00,100.00,74.00,11.00,1335.00
2166,5001,7504,"Ironman Florida",2012,45,1167,36993,18327,14574,209400,78.00,59.00,100.00,74.00,11.00,1335.00
2168,5001,7504,"Ironman Florida",2012,45,1168,36940,18833,13313,4142,78.00,59.00,100.00,74.00,11.00,1335.00
2170,5001,7504,"Ironman Florida",2012,25,1169,37015,18182,14398,3894,78.00,59.00,100.00,74.00,11.00,1335.00
2169,5001,7504,"Ironman Florida",2012,30,1171,37073,19357,13635,214860,78.00,59.00,100.00,74.00,11.00,1335.00
2171,5001,7504,"Ironman Florida",2012,25,1172,37045,17904,14495,4102,78.00,59.00,100.00,74.00,11.00,1335.00
2173,5001,7504,"Ironman Florida",2012,25,1173,37046,18922,13465,4022,78.00,59.00,100.00,74.00,11.00,1335.00
2174,5001,7504,"Ironman Florida",2012,50,1174,37082,17787,14748,4109,78.00,59.00,100.00,74.00,11.00,1335.00
2175,5001,7504,"Ironman Florida",2012,35,1175,37048,18088,14259,4246,78.00,59.00,100.00,74.00,11.00,1335.00
2178,5001,7504,"Ironman Florida",2012,25,1176,37092,17604,15571,214020,78.00,59.00,100.00,74.00,11.00,1335.00
2180,5001,7504,"Ironman Florida",2012,35,1179,37166,18686,14245,3840,78.00,59.00,100.00,74.00,11.00,1335.00
2179,5001,7504,"Ironman Florida",2012,40,1180,37164,18906,13687,3853,78.00,59.00,100.00,74.00,11.00,1335.00
2181,5001,7504,"Ironman Florida",2012,40,1182,37210,19537,12512,4483,78.00,59.00,100.00,74.00,11.00,1335.00
2183,5001,7504,"Ironman Florida",2012,35,1183,37217,19285,14095,205500,78.00,59.00,100.00,74.00,11.00,1335.00
9263,5008,7504,"Ironman Florida",2008,30,1183,38198,19036,15435,200880,73.00,49.00,79.00,38.00,15.00,1335.00
2186,5001,7504,"Ironman Florida",2012,35,1184,37242,18889,14086,3785,78.00,59.00,100.00,74.00,11.00,1335.00
2187,5001,7504,"Ironman Florida",2012,30,1185,37224,18882,13755,3968,78.00,59.00,100.00,74.00,11.00,1335.00
2182,5001,7504,"Ironman Florida",2012,35,1186,37253,17524,14087,4873,78.00,59.00,100.00,74.00,11.00,1335.00
2188,5001,7504,"Ironman Florida",2012,25,1187,37262,18817,14354,211200,78.00,59.00,100.00,74.00,11.00,1335.00
2185,5001,7504,"Ironman Florida",2012,40,1188,37266,18648,13326,4498,78.00,59.00,100.00,74.00,11.00,1335.00
2190,5001,7504,"Ironman Florida",2012,25,1189,37289,18832,14187,3616,78.00,59.00,100.00,74.00,11.00,1335.00
2191,5001,7504,"Ironman Florida",2012,45,1191,37294,17279,15624,3917,78.00,59.00,100.00,74.00,11.00,1335.00
2196,5001,7504,"Ironman Florida",2012,35,1192,37385,17835,15011,3960,78.00,59.00,100.00,74.00,11.00,1335.00
2194,5001,7504,"Ironman Florida",2012,35,1193,37342,18079,15016,3863,78.00,59.00,100.00,74.00,11.00,1335.00
2198,5001,7504,"Ironman Florida",2012,40,1194,37313,19256,13186,4056,78.00,59.00,100.00,74.00,11.00,1335.00
2193,5001,7504,"Ironman Florida",2012,30,1196,37400,18582,13670,4150,78.00,59.00,100.00,74.00,11.00,1335.00
2192,5001,7504,"Ironman Florida",2012,50,1197,37364,18427,13994,4130,78.00,59.00,100.00,74.00,11.00,1335.00
2199,5001,7504,"Ironman Florida",2012,45,1200,37444,18588,14614,214740,78.00,59.00,100.00,74.00,11.00,1335.00
2209,5001,7504,"Ironman Florida",2012,30,1201,37461,18369,15364,196080,78.00,59.00,100.00,74.00,11.00,1335.00
2208,5001,7504,"Ironman Florida",2012,45,1202,37501,17796,14838,4308,78.00,59.00,100.00,74.00,11.00,1335.00
2210,5001,7504,"Ironman Florida",2012,40,1203,37513,19069,13754,4091,78.00,59.00,100.00,74.00,11.00,1335.00
2202,5001,7504,"Ironman Florida",2012,45,1205,37484,17264,16144,213240,78.00,59.00,100.00,74.00,11.00,1335.00
2203,5001,7504,"Ironman Florida",2012,40,1206,37581,18135,15056,3733,78.00,59.00,100.00,74.00,11.00,1335.00
2205,5001,7504,"Ironman Florida",2012,30,1207,37633,18241,14722,4119,78.00,59.00,100.00,74.00,11.00,1335.00
4432,5000,7504,"Ironman Florida",2011,36,1208,38177,18817,14969,3633,69.00,50.00,87.00,42.00,12.00,1335.00
2204,5001,7504,"Ironman Florida",2012,35,1208,37647,17312,16063,3821,78.00,59.00,100.00,74.00,11.00,1335.00
2207,5001,7504,"Ironman Florida",2012,45,1209,37647,17798,15245,3975,78.00,59.00,100.00,74.00,11.00,1335.00
2206,5001,7504,"Ironman Florida",2012,40,1211,37653,18341,14585,4258,78.00,59.00,100.00,74.00,11.00,1335.00
2212,5001,7504,"Ironman Florida",2012,40,1212,37677,19430,13614,4095,78.00,59.00,100.00,74.00,11.00,1335.00
2215,5001,7504,"Ironman Florida",2012,40,1213,37676,18368,14594,4185,78.00,59.00,100.00,74.00,11.00,1335.00
2214,5001,7504,"Ironman Florida",2012,40,1215,37682,18686,13961,4241,78.00,59.00,100.00,74.00,11.00,1335.00
4521,5002,7504,"Ironman Florida",2010,35,1216,42497,21934,14226,4728,60.00,42.00,79.00,34.00,13.00,1335.00
2216,5001,7504,"Ironman Florida",2012,40,1216,37696,18312,13860,4785,78.00,59.00,100.00,74.00,11.00,1335.00
4437,5000,7504,"Ironman Florida",2011,40,1216,38679,19171,13666,4829,69.00,50.00,87.00,42.00,12.00,1335.00
2217,5001,7504,"Ironman Florida",2012,35,1217,37693,17772,15498,3862,78.00,59.00,100.00,74.00,11.00,1335.00
2219,5001,7504,"Ironman Florida",2012,45,1218,37713,19111,14288,3705,78.00,59.00,100.00,74.00,11.00,1335.00
2218,5001,7504,"Ironman Florida",2012,30,1219,37732,18701,13758,4655,78.00,59.00,100.00,74.00,11.00,1335.00
2220,5001,7504,"Ironman Florida",2012,40,1220,37736,18349,14815,3938,78.00,59.00,100.00,74.00,11.00,1335.00
2222,5001,7504,"Ironman Florida",2012,35,1221,37729,18982,13548,4609,78.00,59.00,100.00,74.00,11.00,1335.00
2221,5001,7504,"Ironman Florida",2012,25,1222,37740,17426,16426,199920,78.00,59.00,100.00,74.00,11.00,1335.00
2225,5001,7504,"Ironman Florida",2012,45,1224,37760,19334,13659,4093,78.00,59.00,100.00,74.00,11.00,1335.00
2227,5001,7504,"Ironman Florida",2012,25,1226,37752,18609,13748,4420,78.00,59.00,100.00,74.00,11.00,1335.00
2230,5001,7504,"Ironman Florida",2012,30,1227,37790,19139,13733,4226,78.00,59.00,100.00,74.00,11.00,1335.00
2231,5001,7504,"Ironman Florida",2012,30,1228,37780,19054,13804,4117,78.00,59.00,100.00,74.00,11.00,1335.00
2228,5001,7504,"Ironman Florida",2012,45,1229,37797,18680,13854,4496,78.00,59.00,100.00,74.00,11.00,1335.00
2229,5001,7504,"Ironman Florida",2012,40,1230,37801,18712,14076,4431,78.00,59.00,100.00,74.00,11.00,1335.00
2234,5001,7504,"Ironman Florida",2012,40,1231,37812,18259,14017,4750,78.00,59.00,100.00,74.00,11.00,1335.00
2226,5001,7504,"Ironman Florida",2012,55,1232,37882,19218,14049,3993,78.00,59.00,100.00,74.00,11.00,1335.00
2233,5001,7504,"Ironman Florida",2012,40,1233,37817,19787,13320,4153,78.00,59.00,100.00,74.00,11.00,1335.00
2232,5001,7504,"Ironman Florida",2012,35,1234,37884,19151,14011,3949,78.00,59.00,100.00,74.00,11.00,1335.00
2235,5001,7504,"Ironman Florida",2012,35,1235,37925,18440,13723,4916,78.00,59.00,100.00,74.00,11.00,1335.00
2236,5001,7504,"Ironman Florida",2012,45,1236,37893,17246,16335,3884,78.00,59.00,100.00,74.00,11.00,1335.00
2237,5001,7504,"Ironman Florida",2012,18,1237,37930,18951,14467,3921,78.00,59.00,100.00,74.00,11.00,1335.00
2238,5001,7504,"Ironman Florida",2012,55,1238,37935,18823,14385,4173,78.00,59.00,100.00,74.00,11.00,1335.00
2240,5001,7504,"Ironman Florida",2012,40,1239,38162,18923,14605,3911,78.00,59.00,100.00,74.00,11.00,1335.00
2241,5001,7504,"Ironman Florida",2012,40,1240,37940,18020,15272,4115,78.00,59.00,100.00,74.00,11.00,1335.00
2239,5001,7504,"Ironman Florida",2012,45,1241,37947,19148,14178,3809,78.00,59.00,100.00,74.00,11.00,1335.00
2243,5001,7504,"Ironman Florida",2012,25,1243,38111,18639,14142,4757,78.00,59.00,100.00,74.00,11.00,1335.00
2245,5001,7504,"Ironman Florida",2012,45,1245,38142,19153,13700,4619,78.00,59.00,100.00,74.00,11.00,1335.00
4422,5000,7504,"Ironman Florida",2011,45,1246,37324,19350,13143,4037,69.00,50.00,87.00,42.00,12.00,1335.00
9015,5010,7504,"Ironman Florida",2009,40,1246,40898,20811,14480,4329,76.00,53.00,89.00,48.00,14.00,1335.00
2246,5001,7504,"Ironman Florida",2012,45,1246,38226,19357,13573,4446,78.00,59.00,100.00,74.00,11.00,1335.00
